"design","mean_n_per_group","n_per_group","sd_per_group","distribution","panel","skew","excess_kurtosis","groups","group_means","resid_skewness","resid_excess_kurtosis","fisher_rejection","fisher_mc_se","welch_rejection","welch_mc_se","levene_route_rejection","levene_route_mc_se","rank_rejection","rank_mc_se","sw_rejection","sw_mc_se","sw_gate_rejection","sw_gate_mc_se","sw_route_welch_probability","sw_route_welch_mc_se","sw_route_rank_probability","sw_route_rank_mc_se","route_fisher_probability","route_fisher_mc_se","route_welch_probability","route_welch_mc_se","route_rank_probability","route_rank_mc_se","levene_select_fisher_probability","levene_select_welch_probability","sw_reject_probability","levene_reject_probability","skew_label"
"balanced n, equal SD",10,"10, 10, 10, 10","1.0, 1.0, 1.0, 1.0","normal",1,0,0,4,"0, 0, 0, 0",6.00237619640897e-05,-0.159887280913597,0.04988,0.000973570599391744,0.05024,0.000976892444437974,0.05238,0.000996356719252698,0.0449,0.000926110036658712,0.05152,0.000988591822745869,0.0539,0.00100989890583167,0.95096,0.000965764758106238,0.04904,0.000965764758106238,0.88848,0.00140771651691667,0.06248,0.00108237008088731,0.04904,0.000965764758106238,0.93522,0.06478,0.04904,0.06478,"Normal distribution
skew = 0; excess kurtosis = 0"
"balanced n, equal SD",10,"10, 10, 10, 10","1.0, 1.0, 1.0, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",-0.00224095686366816,1.94646639677447,0.04354,0.000912625535474435,0.03576,0.000830436299784637,0.04346,0.000911824855989351,0.04298,0.000907002972431734,0.0419,0.000896040066068477,0.04972,0.000972089724253888,0.55794,0.00222100408104083,0.44206,0.00222100408104083,0.51152,0.00223547439976395,0.04642,0.000940905772115359,0.44206,0.00222100408104083,0.91352,0.08648,0.44206,0.08648,"F.P.
skew = 0
excess kurtosis = 6"
"balanced n, equal SD",10,"10, 10, 10, 10","1.0, 1.0, 1.0, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.339054063852312,0.297878514396271,0.04948,0.000969863182103538,0.04816,0.00095750315299742,0.05108,0.000984589595719963,0.04556,0.00093256942261689,0.05016,0.000976155463028303,0.05474,0.00101728592244265,0.82918,0.00168309552670073,0.17082,0.00168309552670073,0.76558,0.00189455674816037,0.0636,0.00109137564568759,0.17082,0.00168309552670073,0.92542,0.07458,0.17082,0.07458,"F.P.
skew = 0.5
excess kurtosis = 1"
"balanced n, equal SD",10,"10, 10, 10, 10","1.0, 1.0, 1.0, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.70940178370314,0.54833197275787,0.04768,0.000952959785090641,0.05148,0.000988228815609017,0.04992,0.000973940384212504,0.04446,0.000921773382128167,0.0535,0.00100635729241657,0.05476,0.00101746098107004,0.56624,0.00221635855582981,0.43376,0.00221635855582981,0.49226,0.00223580004651579,0.07398,0.0011705294494373,0.43376,0.00221635855582981,0.8914,0.1086,0.43376,0.1086,"F.P.
skew = 1
excess kurtosis = 1.6"
"balanced n, equal SD",10,"10, 10, 10, 10","1.0, 1.0, 1.0, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.30803574758607,2.21702787108883,0.0443,0.000920190306404061,0.0522,0.000994737754385547,0.04688,0.00094532815043243,0.04476,0.000924732852233552,0.05074,0.000981483085946977,0.05156,0.00098895466427941,0.12544,0.00148124816556848,0.87456,0.00148124816556848,0.08194,0.00122658743186126,0.0435,0.000912225301118096,0.87456,0.00148124816556848,0.79016,0.20984,0.87456,0.20984,"F.P.
skew = 2
excess kurtosis = 6.6"
"balanced n, unequal SD",10,"10, 10, 10, 10","1.0, 1.3, 1.7, 2.2","normal",1,0,0,4,"0, 0, 0, 0",-0.00220060140605033,0.531427752275535,0.06342,0.00108993489346841,0.0513,0.000986593229249015,0.06412,0.00109552385277547,0.05168,0.000990042197080508,0.05418,0.00101236878260839,0.06672,0.0011159609455532,0.87036,0.00150222149099259,0.12964,0.00150222149099259,0.50232,0.00223604390654567,0.36804,0.0021567872328999,0.12964,0.00150222149099259,0.57714,0.42286,0.12964,0.42286,"Normal distribution
skew = 0; excess kurtosis = 0"
"balanced n, unequal SD",10,"10, 10, 10, 10","1.0, 1.3, 1.7, 2.2","F.P.",2,0,6,4,"0, 0, 0, 0",0.00210080068664106,2.64119638735587,0.0552,0.00102130269753879,0.03672,0.000841090263883729,0.0477,0.000953149620993472,0.04906,0.000965951514311148,0.04762,0.0009523899999475,0.05552,0.00102408524645168,0.45034,0.0022250118399685,0.54966,0.0022250118399685,0.32006,0.00208624829011314,0.13028,0.00150537119409134,0.54966,0.0022250118399685,0.69184,0.30816,0.54966,0.30816,"F.P.
skew = 0
excess kurtosis = 6"
"balanced n, unequal SD",10,"10, 10, 10, 10","1.0, 1.3, 1.7, 2.2","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.35237823587252,0.992230840130753,0.06028,0.00106439016906396,0.05012,0.000975786714400232,0.0598,0.00106041463588542,0.05218,0.000994557666503054,0.05504,0.00101990782328601,0.06436,0.00109743145936318,0.74048,0.00196045591432197,0.25952,0.00196045591432197,0.44498,0.00222248869333457,0.2955,0.00204048891200124,0.25952,0.00196045591432197,0.5999,0.4001,0.25952,0.4001,"F.P.
skew = 0.5
excess kurtosis = 1"
"balanced n, unequal SD",10,"10, 10, 10, 10","1.0, 1.3, 1.7, 2.2","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.745651601569684,1.22240612886547,0.06152,0.00107457237634326,0.05654,0.00103289136311618,0.0648,0.00110091743559633,0.06056,0.00106670039280015,0.06498,0.00110233932706767,0.07212,0.00115688120046961,0.56306,0.00221821295821659,0.43694,0.00221821295821659,0.30654,0.00206190799212768,0.25652,0.00195303604472626,0.43694,0.00221821295821659,0.56902,0.43098,0.43694,0.43098,"F.P.
skew = 1
excess kurtosis = 1.6"
"balanced n, unequal SD",10,"10, 10, 10, 10","1.0, 1.3, 1.7, 2.2","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.35607777674046,2.84856546207546,0.06252,0.00108269339704276,0.06944,0.00113682088650763,0.06768,0.00112338254926806,0.09282,0.00129772452854988,0.09574,0.00131585601339964,0.09694,0.00132319791716886,0.15402,0.00161429761568306,0.84598,0.00161429761568306,0.0629,0.00108575862879371,0.09112,0.00128698986476196,0.84598,0.00161429761568306,0.54946,0.45054,0.84598,0.45054,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, equal SD",10,"5, 8, 12, 15","1.0, 1.0, 1.0, 1.0","normal",1,0,0,4,"0, 0, 0, 0",0.00103908572026451,-0.159189901517928,0.05016,0.000976155463028303,0.0563,0.00103082791968398,0.05324,0.00100404683556097,0.04332,0.000910421634189346,0.0569,0.00103597673719056,0.05426,0.00101307307140206,0.95256,0.000950678141118223,0.04744,0.000950678141118223,0.8852,0.00142562940485948,0.06736,0.00112091596830449,0.04744,0.000950678141118223,0.93026,0.06974,0.04744,0.06974,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, equal SD",10,"5, 8, 12, 15","1.0, 1.0, 1.0, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",-0.00627664632845129,1.97853443647068,0.0473,0.000949344089358542,0.03708,0.000845045248492647,0.04228,0.000899915569373038,0.04344,0.000911624554298533,0.04178,0.00089481206518464,0.05048,0.000979099275865323,0.55236,0.00222377350645249,0.44764,0.00222377350645249,0.50228,0.00223604472942739,0.05008,0.000975417793563353,0.44764,0.00222377350645249,0.89678,0.10322,0.44764,0.10322,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, equal SD",10,"5, 8, 12, 15","1.0, 1.0, 1.0, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.34007159810142,0.310000362793516,0.04964,0.000971348242393015,0.0526,0.000998331007231569,0.0518,0.000991128245990397,0.0438,0.000915221940296451,0.0525,0.000997434208356621,0.0542,0.00101254491258413,0.83218,0.0016712656736737,0.16782,0.0016712656736737,0.76152,0.00190581892948937,0.07066,0.00114601190569732,0.16782,0.0016712656736737,0.91656,0.08344,0.16782,0.08344,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, equal SD",10,"5, 8, 12, 15","1.0, 1.0, 1.0, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.710768101805539,0.561104136204891,0.04826,0.00095844637200002,0.06084,0.00106900415714814,0.04952,0.00097023470974811,0.04402,0.000917412007769683,0.0577,0.001042791541968,0.0537,0.00100813005113428,0.56808,0.00221524316317645,0.43192,0.00221524316317645,0.49032,0.00223564888835434,0.07776,0.00119760913824169,0.43192,0.00221524316317645,0.88256,0.11744,0.43192,0.11744,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, equal SD",10,"5, 8, 12, 15","1.0, 1.0, 1.0, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.30796892351334,2.23036305763954,0.0462,0.000938781763776864,0.06856,0.00113012854490098,0.04616,0.000938394953098108,0.04302,0.000907405968682155,0.04796,0.00095561329417291,0.04802,0.000956180731870288,0.12282,0.00146789132840275,0.87718,0.00146789132840275,0.07962,0.00121062509143004,0.0432,0.000909216805827961,0.87718,0.00146789132840275,0.78422,0.21578,0.87718,0.21578,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, larger n with larger SD",10,"5, 8, 12, 15","1.0, 1.3, 1.7, 2.2","normal",1,0,0,4,"0, 0, 0, 0",-0.0018861986790876,0.327081770009581,0.02616,0.000713801854858896,0.05106,0.000984407196235379,0.04124,0.000889261068528247,0.02866,0.000746171621009537,0.05076,0.000981666159139654,0.0433,0.000910220962184458,0.9069,0.00129947981900451,0.0931,0.00129947981900451,0.66138,0.00211639549990072,0.24552,0.0019247853366025,0.0931,0.00129947981900451,0.73562,0.26438,0.0931,0.26438,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, larger n with larger SD",10,"5, 8, 12, 15","1.0, 1.3, 1.7, 2.2","F.P.",2,0,6,4,"0, 0, 0, 0",0.00283039269537499,2.59671213597178,0.02462,0.000693020282531471,0.0365,0.000838662625851421,0.02976,0.000759925554248572,0.0306,0.000770242039880971,0.03478,0.000819394308010496,0.0354,0.000826399903194573,0.46278,0.00222986399405883,0.53722,0.00222986399405883,0.38488,0.00217599349999029,0.0779,0.00119859576171452,0.53722,0.00222986399405883,0.8428,0.1572,0.53722,0.1572,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, larger n with larger SD",10,"5, 8, 12, 15","1.0, 1.3, 1.7, 2.2","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.372864248586171,0.85303042176533,0.02674,0.000721456476857752,0.04786,0.000954666647579143,0.0387,0.000862581126619404,0.02968,0.000758934748183268,0.04454,0.000922563693194134,0.03986,0.000874884911288336,0.75688,0.00191839863219301,0.24312,0.00191839863219301,0.56506,0.00221705749316521,0.19182,0.00176082416839388,0.24312,0.00191839863219301,0.75992,0.24008,0.24312,0.24008,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, larger n with larger SD",10,"5, 8, 12, 15","1.0, 1.3, 1.7, 2.2","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.767729908298693,1.08696162850531,0.02784,0.000735730037445801,0.0511,0.000984771953296803,0.04414,0.000918603945125428,0.03332,0.000802617936505284,0.04726,0.000948962511377557,0.0462,0.000938781763776864,0.55942,0.0022202218970184,0.44058,0.0022202218970184,0.37412,0.00216404355593874,0.1853,0.00173760703267453,0.44058,0.0022202218970184,0.71424,0.28576,0.44058,0.28576,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, larger n with larger SD",10,"5, 8, 12, 15","1.0, 1.3, 1.7, 2.2","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.40248529138058,2.85327593956823,0.02996,0.000762396201459582,0.0493,0.000968189134415379,0.04434,0.000920586382693118,0.05332,0.00100475845455512,0.05788,0.00104431705530457,0.05892,0.00105307581493452,0.13436,0.00152517140282658,0.86564,0.00152517140282658,0.06812,0.00112676231388878,0.06624,0.00111222535845934,0.86564,0.00152517140282658,0.68506,0.31494,0.86564,0.31494,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, larger n with smaller SD",10,"5, 8, 12, 15","2.2, 1.7, 1.3, 1.0","normal",1,0,0,4,"0, 0, 0, 0",-0.000540873328575125,0.549702115514783,0.13072,0.00150752964547965,0.0589,0.00105290825811179,0.09732,0.00132550984605924,0.07828,0.0012012680100627,0.06424,0.00109647820224572,0.0997,0.00133985006623876,0.8679,0.00151426279093161,0.1321,0.00151426279093161,0.46042,0.00222905102498799,0.40748,0.0021974532968871,0.1321,0.00151426279093161,0.50502,0.49498,0.1321,0.49498,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, larger n with smaller SD",10,"5, 8, 12, 15","2.2, 1.7, 1.3, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",0.00560558585410898,2.45257498263507,0.11692,0.00143700879329251,0.03886,0.000864290465063684,0.0682,0.00112737535896435,0.0693,0.0011357597457209,0.05776,0.00104330036327033,0.07926,0.00120812128861303,0.4669,0.00223116288065215,0.5331,0.00223116288065215,0.30968,0.00206774416986241,0.15722,0.00162789355671678,0.5331,0.00223116288065215,0.57504,0.42496,0.5331,0.42496,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, larger n with smaller SD",10,"5, 8, 12, 15","2.2, 1.7, 1.3, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.335725306667868,0.976364075032439,0.13242,0.00151581623952246,0.05882,0.00105223768797739,0.09672,0.00132185658526181,0.08124,0.00122180245866507,0.06842,0.00112905893203145,0.10078,0.00134627925483534,0.74026,0.00196099532074913,0.25974,0.00196099532074913,0.4156,0.00220398112514604,0.32466,0.00209406725966479,0.25974,0.00196099532074913,0.5234,0.4766,0.25974,0.4766,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, larger n with smaller SD",10,"5, 8, 12, 15","2.2, 1.7, 1.3, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.697061714225688,1.19806443468262,0.12902,0.00149915869473515,0.07374,0.00116878066719124,0.09674,0.00132197861102213,0.09146,0.00128914753538918,0.08698,0.00126027361791002,0.10494,0.00137060276083189,0.56834,0.00221508304313856,0.43166,0.00221508304313856,0.28604,0.00202099539039553,0.2823,0.00201299135616624,0.43166,0.00221508304313856,0.49748,0.50252,0.43166,0.50252,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, larger n with smaller SD",10,"5, 8, 12, 15","2.2, 1.7, 1.3, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.27120220978892,2.69088799129159,0.1208,0.00145744543637146,0.10472,0.00136933357221679,0.0952,0.00131253159961961,0.12664,0.00148729492972981,0.12732,0.00149070196618908,0.12974,0.00150271442662936,0.15998,0.00163942916650888,0.84002,0.00163942916650888,0.06124,0.00107228412652617,0.09874,0.00133409454237696,0.84002,0.00163942916650888,0.47794,0.52206,0.84002,0.52206,"F.P.
skew = 2
excess kurtosis = 6.6"
"balanced n, equal SD",20,"20, 20, 20, 20","1.0, 1.0, 1.0, 1.0","normal",1,0,0,4,"0, 0, 0, 0",-0.00253908901035498,-0.0732318933384068,0.04978,0.000972645378336832,0.051,0.000983859746102055,0.05122,0.000985865219997135,0.04774,0.000953529154247525,0.05178,0.000990947340679615,0.0519,0.000992032156736867,0.95116,0.000963894749441037,0.04884,0.000963894749441037,0.89592,0.00136563064991966,0.05524,0.00102165104022851,0.04884,0.000963894749441037,0.9423,0.0577,0.04884,0.0577,"Normal distribution
skew = 0; excess kurtosis = 0"
"balanced n, equal SD",20,"20, 20, 20, 20","1.0, 1.0, 1.0, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",0.00202953842772702,3.17520012443636,0.04564,0.000933348706540058,0.04144,0.000891321787010729,0.04524,0.000929444375958024,0.04694,0.000945903128232485,0.0493,0.000968189134415379,0.05142,0.00098768399399808,0.25782,0.00195626607392757,0.74218,0.00195626607392757,0.23956,0.00190877450946936,0.01826,0.000598774956056113,0.74218,0.00195626607392757,0.92932,0.07068,0.74218,0.07068,"F.P.
skew = 0
excess kurtosis = 6"
"balanced n, equal SD",20,"20, 20, 20, 20","1.0, 1.0, 1.0, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.4105026390248,0.588788580806914,0.04868,0.000962395527836658,0.04904,0.000965764758106238,0.04944,0.0009694914790755,0.0463,0.000939747944929916,0.0512,0.000985683113378737,0.0524,0.000996536401743559,0.68752,0.0020728543103653,0.31248,0.0020728543103653,0.63872,0.00214828658051015,0.0488,0.000963520212553945,0.31248,0.0020728543103653,0.93228,0.06772,0.31248,0.06772,"F.P.
skew = 0.5
excess kurtosis = 1"
"balanced n, equal SD",20,"20, 20, 20, 20","1.0, 1.0, 1.0, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.846195064533263,0.978557050781102,0.0492,0.00096725756652507,0.05316,0.00100333458427386,0.05058,0.000980016975363182,0.04878,0.000963332877047181,0.0534,0.00100546944259883,0.05334,0.00100493626066532,0.18536,0.00173782433174357,0.81464,0.00173782433174357,0.1601,0.00163992676665758,0.02526,0.000701739729529403,0.81464,0.00173782433174357,0.90052,0.09948,0.81464,0.09948,"F.P.
skew = 1
excess kurtosis = 1.6"
"balanced n, equal SD",20,"20, 20, 20, 20","1.0, 1.0, 1.0, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.59280830740577,3.59273125002986,0.0459,0.000935875953318601,0.05704,0.00103717345126068,0.0506,0.000980200387675908,0.04804,0.000956369786222881,0.0483,0.00095882334139298,0.04834,0.000959200129274387,0.00116,0.000152227093514919,0.99884,0.000152227093514923,0.00058,0.000107672057656571,0.00058,0.000107672057656571,0.99884,0.000152227093514923,0.8005,0.1995,0.99884,0.1995,"F.P.
skew = 2
excess kurtosis = 6.6"
"balanced n, unequal SD",20,"20, 20, 20, 20","1.0, 1.3, 1.7, 2.2","normal",1,0,0,4,"0, 0, 0, 0",0.000719790348248383,0.727891512218773,0.06166,0.00107571412931131,0.0519,0.000992032156736867,0.0565,0.00103254781971587,0.05596,0.00102789569898896,0.05704,0.00103717345126068,0.06088,0.00106933274147947,0.79756,0.00179698662432418,0.20244,0.00179698662432418,0.18324,0.00173010463498599,0.61432,0.00217683686848602,0.20244,0.00179698662432418,0.22268,0.77732,0.20244,0.77732,"Normal distribution
skew = 0; excess kurtosis = 0"
"balanced n, unequal SD",20,"20, 20, 20, 20","1.0, 1.3, 1.7, 2.2","F.P.",2,0,6,4,"0, 0, 0, 0",0.0114476759143368,4.29514584414742,0.05608,0.00102893181115174,0.04212,0.000898286208287759,0.047,0.000946477680666586,0.05274,0.000999584837820182,0.0539,0.00100989890583167,0.055,0.00101955872807799,0.14552,0.00157698401767424,0.85448,0.00157698401767424,0.07476,0.00117618827064378,0.07076,0.00114676085039558,0.85448,0.00157698401767424,0.46664,0.53336,0.85448,0.53336,"F.P.
skew = 0
excess kurtosis = 6"
"balanced n, unequal SD",20,"20, 20, 20, 20","1.0, 1.3, 1.7, 2.2","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.445314993335767,1.48473015566832,0.05964,0.00105908517504495,0.0503,0.000977444729895251,0.05514,0.00102077990183977,0.05796,0.00104499414735203,0.05956,0.00105841963700604,0.0627,0.00108414676128281,0.52016,0.0022342496476446,0.47984,0.0022342496476446,0.14924,0.00159353332189823,0.37092,0.00216027013866322,0.47984,0.0022342496476446,0.27566,0.72434,0.47984,0.72434,"F.P.
skew = 0.5
excess kurtosis = 1"
"balanced n, unequal SD",20,"20, 20, 20, 20","1.0, 1.3, 1.7, 2.2","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.907848688202574,1.88294573746143,0.06272,0.00108430808905956,0.05732,0.00103956161529753,0.06148,0.00107424587129763,0.07494,0.00117748882287689,0.07706,0.00119265884812045,0.0787,0.00120421185843688,0.23372,0.00189259061394693,0.76628,0.00189259061394693,0.0545,0.00101518224964782,0.17922,0.00171522704969342,0.76628,0.00189259061394693,0.2667,0.7333,0.76628,0.7333,"F.P.
skew = 1
excess kurtosis = 1.6"
"balanced n, unequal SD",20,"20, 20, 20, 20","1.0, 1.3, 1.7, 2.2","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.69162458236577,4.70455033522115,0.06078,0.00106851103503895,0.0652,0.0011040739105694,0.06516,0.00110375879973842,0.1425,0.00156328980038891,0.1427,0.00156420401482671,0.14278,0.00156456940785636,0.00512,0.000319179748731025,0.99488,0.000319179748731025,7e-04,0.000118280175853775,0.00442,0.000296663567025006,0.99488,0.000319179748731025,0.33424,0.66576,0.99488,0.66576,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, equal SD",20,"10, 16, 24, 30","1.0, 1.0, 1.0, 1.0","normal",1,0,0,4,"0, 0, 0, 0",-0.000804718340444287,-0.0784922553438884,0.04864,0.000962020274214634,0.05068,0.000980933612432564,0.05004,0.000975048700322194,0.04506,0.000927680940841192,0.0513,0.000986593229249015,0.0507,0.000981116812617132,0.95234,0.000952769902967133,0.04766,0.000952769902967133,0.89608,0.00136470241151688,0.05626,0.00103048350205134,0.04766,0.000952769902967133,0.94114,0.05886,0.04766,0.05886,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, equal SD",20,"10, 16, 24, 30","1.0, 1.0, 1.0, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",0.0054804876657346,3.18986317369378,0.04998,0.000974494736773883,0.04064,0.000883044624013985,0.04614,0.00093820147516405,0.04672,0.000943792790817985,0.04758,0.000952009911713108,0.05172,0.000990404378019403,0.25334,0.00194503904536644,0.74666,0.00194503904536644,0.23536,0.00189718565459472,0.01798,0.000594251118635884,0.74666,0.00194503904536644,0.92308,0.07692,0.74666,0.07692,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, equal SD",20,"10, 16, 24, 30","1.0, 1.0, 1.0, 1.0","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.417014131256423,0.603893014741615,0.05242,0.00099671604381589,0.05362,0.00100742141728276,0.05264,0.000998689445223088,0.04946,0.000969677352525055,0.05504,0.00101990782328601,0.05644,0.00103203223205479,0.68272,0.00208141010663444,0.31728,0.00208141010663444,0.633,0.00215550922057875,0.04972,0.000972089724253888,0.31728,0.00208141010663444,0.92998,0.07002,0.31728,0.07002,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, equal SD",20,"10, 16, 24, 30","1.0, 1.0, 1.0, 1.0","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.847571622840194,0.983512977757772,0.04932,0.000968375315670531,0.05782,0.00104380886756149,0.05096,0.000983494569380025,0.04658,0.000942446853673988,0.05118,0.000985500964991917,0.05126,0.000986229308021213,0.18334,0.00173047071284087,0.81666,0.00173047071284087,0.1564,0.00162443245473611,0.02694,0.000724075084504363,0.81666,0.00173047071284087,0.8959,0.1041,0.81666,0.1041,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, equal SD",20,"10, 16, 24, 30","1.0, 1.0, 1.0, 1.0","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.59578806996061,3.60091714225519,0.0477,0.000953149620993472,0.06784,0.00112461312814674,0.04954,0.00097042040786455,0.04756,0.000951819798071042,0.04774,0.000953529154247525,0.04774,0.000953529154247525,0.00164,0.000180959133508093,0.99836,0.000180959133508092,0.00066,0.000114853332559399,0.00098,0.00013993138318476,0.99836,0.000180959133508092,0.80396,0.19604,0.99836,0.19604,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, larger n with larger SD",20,"10, 16, 24, 30","1.0, 1.3, 1.7, 2.2","normal",1,0,0,4,"0, 0, 0, 0",0.000786255999031009,0.47333780172397,0.0254,0.000703631153375119,0.04898,0.000965204222949734,0.04568,0.00093373805320336,0.03028,0.000766330497892391,0.04796,0.00095561329417291,0.04578,0.000934710560548023,0.86624,0.00152228947575683,0.13376,0.00152228947575683,0.32638,0.00209693154680834,0.53986,0.0022289512349982,0.13376,0.00152228947575683,0.37986,0.62014,0.13376,0.62014,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, larger n with larger SD",20,"10, 16, 24, 30","1.0, 1.3, 1.7, 2.2","F.P.",2,0,6,4,"0, 0, 0, 0",-0.00931335301471977,4.0706860332434,0.02542,0.000703900896433582,0.04136,0.00089049817967248,0.0342,0.000812777460317398,0.03218,0.000789233141726828,0.03544,0.000826849519562054,0.03478,0.000819394308010496,0.16026,0.00164058972567793,0.83974,0.00164058972567793,0.10474,0.00136944903081495,0.05552,0.00102408524645168,0.83974,0.00164058972567793,0.6613,0.3387,0.83974,0.3387,"F.P.
skew = 0
excess kurtosis = 6"
"unbalanced n, larger n with larger SD",20,"10, 16, 24, 30","1.0, 1.3, 1.7, 2.2","F.P.",3,0.5,1,4,"0, 0, 0, 0",0.443571503323994,1.252385904405,0.0263,0.000715657879157353,0.04988,0.000973570599391744,0.04602,0.000937039589345082,0.03388,0.000809100063032997,0.04558,0.000932764317499335,0.04416,0.000918802420545353,0.56798,0.00221530458221889,0.43202,0.00221530458221889,0.24578,0.00192547236594037,0.3222,0.00208991463940516,0.43202,0.00221530458221889,0.44394,0.55606,0.43202,0.55606,"F.P.
skew = 0.5
excess kurtosis = 1"
"unbalanced n, larger n with larger SD",20,"10, 16, 24, 30","1.0, 1.3, 1.7, 2.2","F.P.",4,1,1.6,4,"0, 0, 0, 0",0.907635042849948,1.64950781380969,0.02812,0.00073931408210584,0.05254,0.000997793048682942,0.05032,0.00097762873934843,0.04448,0.000921971036421427,0.0511,0.000984771953296803,0.05086,0.000982580891326511,0.2263,0.00187130067065664,0.7737,0.00187130067065664,0.07834,0.00120168918111132,0.14796,0.0015878780708858,0.7737,0.00187130067065664,0.41364,0.58636,0.7737,0.58636,"F.P.
skew = 1
excess kurtosis = 1.6"
"unbalanced n, larger n with larger SD",20,"10, 16, 24, 30","1.0, 1.3, 1.7, 2.2","F.P.",5,2,6.6,4,"0, 0, 0, 0",1.69899236677788,4.51720938198356,0.02878,0.000747685918016382,0.05566,0.00102529960889488,0.05304,0.00100226501884482,0.09462,0.00130894656575431,0.09488,0.00131055549748952,0.09488,0.00131055549748952,0.00336,0.000258793755720651,0.99664,0.000258793755720652,0.00064,0.000113100875328178,0.00272,0.00023292065601831,0.99664,0.000258793755720652,0.4792,0.5208,0.99664,0.5208,"F.P.
skew = 2
excess kurtosis = 6.6"
"unbalanced n, larger n with smaller SD",20,"10, 16, 24, 30","2.2, 1.7, 1.3, 1.0","normal",1,0,0,4,"0, 0, 0, 0",-0.00170303690265591,0.822186038767531,0.13052,0.00150654923318158,0.0517,0.000990223308148218,0.06996,0.00114075061604191,0.0818,0.00122563257136876,0.06464,0.0010996514938834,0.08028,0.00121519645819102,0.7716,0.00187741013100494,0.2284,0.00187741013100494,0.19402,0.00176848092780216,0.57758,0.00220898774826842,0.2284,0.00187741013100494,0.22844,0.77156,0.2284,0.77156,"Normal distribution
skew = 0; excess kurtosis = 0"
"unbalanced n, larger n with smaller SD",20,"10, 16, 24, 30","2.2, 1.7, 1.3, 1.0","F.P.",2,0,6,4,"0, 0, 0, 0",-0.00925432441972505,4.18562263554842,0.12066,0.00145671661211095,0.04198,0.000896857620807227,0.06038,0.00106521599312064,0.07566,0.00118267125102456,0.0747,0.00117575431107013,0.07894,0.00120588951732735,0.1529,0.00160948184208459,0.8471,0.00160948184208459,0.07946,0.00120951319463659,0.07344,0.00116658961421744,0.8471,0.00160948184208459,0.41096,0.58904,0.8471,0.58904,"F.P.
skew = 0
excess kurtosis = 6"
